,Threshold,Precision,Recall,F1-score,TP,FP
0,0.030127837444955105,0.503030303030303,0.8736842105263158,0.6384615384615385,83.0,82.0
1,0.03022458507602761,0.5060975609756098,0.8736842105263158,0.6409266409266409,83.0,81.0
2,0.03040393166580365,0.50920245398773,0.8736842105263158,0.6434108527131782,83.0,80.0
3,0.030512907790095252,0.5123456790123457,0.8736842105263158,0.6459143968871596,83.0,79.0
4,0.03056206180332011,0.515527950310559,0.8736842105263158,0.6484375,83.0,78.0
5,0.03061774576686038,0.51875,0.8736842105263158,0.6509803921568628,83.0,77.0
6,0.030623858976845882,0.5220125786163522,0.8736842105263158,0.6535433070866141,83.0,76.0
7,0.03066672037891316,0.5253164556962026,0.8736842105263158,0.6561264822134387,83.0,75.0
8,0.03076506380937621,0.5286624203821656,0.8736842105263158,0.6587301587301586,83.0,74.0
9,0.030863789509378025,0.532051282051282,0.8736842105263158,0.6613545816733069,83.0,73.0
10,0.031124844872886227,0.535483870967742,0.8736842105263158,0.664,83.0,72.0
11,0.03184815643828129,0.538961038961039,0.8736842105263158,0.6666666666666667,83.0,71.0
12,0.031912210194572806,0.5424836601307189,0.8736842105263158,0.6693548387096774,83.0,70.0
13,0.03195127528340249,0.5460526315789473,0.8736842105263158,0.6720647773279352,83.0,69.0
14,0.03209939311327668,0.5496688741721855,0.8736842105263158,0.6747967479674798,83.0,68.0
15,0.032278745995427356,0.5533333333333333,0.8736842105263158,0.6775510204081634,83.0,67.0
16,0.032556259528519364,0.5570469798657718,0.8736842105263158,0.680327868852459,83.0,66.0
17,0.03262712922372082,0.5608108108108109,0.8736842105263158,0.6831275720164609,83.0,65.0
18,0.033597397177122006,0.564625850340136,0.8736842105263158,0.6859504132231405,83.0,64.0
19,0.0338923797014507,0.5684931506849316,0.8736842105263158,0.6887966804979254,83.0,63.0
20,0.034400877398591274,0.5724137931034483,0.8736842105263158,0.6916666666666668,83.0,62.0
21,0.03467923488228464,0.5763888888888888,0.8736842105263158,0.6945606694560669,83.0,61.0
22,0.0352567935636926,0.5804195804195804,0.8736842105263158,0.6974789915966386,83.0,60.0
23,0.03643924926706063,0.5845070422535211,0.8736842105263158,0.7004219409282701,83.0,59.0
24,0.03664514503757539,0.5886524822695035,0.8736842105263158,0.7033898305084745,83.0,58.0
25,0.03687753479311696,0.5928571428571429,0.8736842105263158,0.7063829787234042,83.0,57.0
26,0.03720178930847765,0.5971223021582733,0.8736842105263158,0.7094017094017093,83.0,56.0
27,0.03784486176836317,0.6014492753623188,0.8736842105263158,0.7124463519313304,83.0,55.0
28,0.04011578712365007,0.6058394160583942,0.8736842105263158,0.7155172413793103,83.0,54.0
29,0.040320767841931476,0.6102941176470589,0.8736842105263158,0.7186147186147186,83.0,53.0
30,0.04045534533330652,0.6148148148148148,0.8736842105263158,0.7217391304347828,83.0,52.0
31,0.04088952481692949,0.6194029850746269,0.8736842105263158,0.7248908296943232,83.0,51.0
32,0.042044529549506035,0.6240601503759399,0.8736842105263158,0.7280701754385965,83.0,50.0
33,0.042138302150793706,0.6287878787878788,0.8736842105263158,0.7312775330396475,83.0,49.0
34,0.04276703236927357,0.6335877862595419,0.8736842105263158,0.7345132743362832,83.0,48.0
35,0.04287737293492131,0.6384615384615384,0.8736842105263158,0.7377777777777776,83.0,47.0
36,0.043848850631929934,0.6434108527131783,0.8736842105263158,0.7410714285714286,83.0,46.0
37,0.04481665080621251,0.6484375,0.8736842105263158,0.7443946188340806,83.0,45.0
38,0.045000286652029924,0.6535433070866141,0.8736842105263158,0.7477477477477478,83.0,44.0
39,0.04654542763708152,0.6587301587301587,0.8736842105263158,0.7511312217194571,83.0,43.0
40,0.04867767690795649,0.664,0.8736842105263158,0.7545454545454545,83.0,42.0
41,0.04899582590144739,0.6693548387096774,0.8736842105263158,0.7579908675799086,83.0,41.0
42,0.05011426097664074,0.6747967479674797,0.8736842105263158,0.761467889908257,83.0,40.0
43,0.05013628885032958,0.680327868852459,0.8736842105263158,0.7649769585253456,83.0,39.0
44,0.05247533784999673,0.6859504132231405,0.8736842105263158,0.7685185185185186,83.0,38.0
45,0.052958480841900774,0.6916666666666667,0.8736842105263158,0.772093023255814,83.0,37.0
46,0.05346196523923011,0.6974789915966386,0.8736842105263158,0.7757009345794393,83.0,36.0
47,0.05385676456462138,0.7033898305084746,0.8736842105263158,0.7793427230046949,83.0,35.0
48,0.05610715118064964,0.7094017094017094,0.8736842105263158,0.7830188679245282,83.0,34.0
49,0.058439244777601144,0.7155172413793104,0.8736842105263158,0.7867298578199051,83.0,33.0
50,0.05999844322823547,0.7217391304347827,0.8736842105263158,0.7904761904761904,83.0,32.0
51,0.0619910362495186,0.7280701754385965,0.8736842105263158,0.7942583732057417,83.0,31.0
52,0.06327731336117329,0.7345132743362832,0.8736842105263158,0.798076923076923,83.0,30.0
53,0.06434317585795611,0.7410714285714286,0.8736842105263158,0.8019323671497586,83.0,29.0
54,0.06675743898606659,0.7477477477477478,0.8736842105263158,0.8058252427184467,83.0,28.0
55,0.07108170198259538,0.7545454545454545,0.8736842105263158,0.8097560975609758,83.0,27.0
56,0.0810120345712102,0.7522935779816514,0.8631578947368421,0.8039215686274511,82.0,27.0
57,0.08266944295847165,0.7592592592592593,0.8631578947368421,0.8078817733990148,82.0,26.0
58,0.08538018386671363,0.7570093457943925,0.8526315789473684,0.8019801980198019,81.0,26.0
59,0.08771477726760037,0.7641509433962265,0.8526315789473684,0.8059701492537313,81.0,25.0
60,0.08892204677865002,0.7714285714285715,0.8526315789473684,0.81,81.0,24.0
61,0.09064450024974338,0.7788461538461539,0.8526315789473684,0.814070351758794,81.0,23.0
62,0.09087174592803349,0.7864077669902912,0.8526315789473684,0.8181818181818181,81.0,22.0
63,0.10141684461293618,0.7941176470588235,0.8526315789473684,0.8223350253807108,81.0,21.0
64,0.1127843757205169,0.801980198019802,0.8526315789473684,0.826530612244898,81.0,20.0
65,0.1129998237502655,0.81,0.8526315789473684,0.8307692307692308,81.0,19.0
66,0.13174378819898636,0.8181818181818182,0.8526315789473684,0.8350515463917525,81.0,18.0
67,0.1401044186421545,0.826530612244898,0.8526315789473684,0.839378238341969,81.0,17.0
68,0.14473730857204795,0.8350515463917526,0.8526315789473684,0.84375,81.0,16.0
69,0.1476303903498379,0.84375,0.8526315789473684,0.8481675392670157,81.0,15.0
70,0.1622799413883294,0.8526315789473684,0.8526315789473684,0.8526315789473685,81.0,14.0
71,0.18052524671583137,0.8617021276595744,0.8526315789473684,0.8571428571428572,81.0,13.0
72,0.22148019022251048,0.8709677419354839,0.8526315789473684,0.8617021276595744,81.0,12.0
73,0.22731598617258938,0.8804347826086957,0.8526315789473684,0.8663101604278075,81.0,11.0
74,0.25347264594538493,0.8901098901098901,0.8526315789473684,0.8709677419354839,81.0,10.0
75,0.2825887134453167,0.9,0.8526315789473684,0.8756756756756757,81.0,9.0
76,0.30577438374010024,0.9101123595505618,0.8526315789473684,0.8804347826086957,81.0,8.0
77,0.30678365154474957,0.9204545454545454,0.8526315789473684,0.8852459016393441,81.0,7.0
78,0.3267076888929695,0.9310344827586207,0.8526315789473684,0.8901098901098902,81.0,6.0
79,0.34083027495836005,0.9302325581395349,0.8421052631578947,0.8839779005524862,80.0,6.0
80,0.34247705954447866,0.9294117647058824,0.8315789473684211,0.8777777777777777,79.0,6.0
81,0.36679245283018863,0.9404761904761905,0.8315789473684211,0.88268156424581,79.0,5.0
82,0.37892080180870125,0.9397590361445783,0.8210526315789474,0.8764044943820224,78.0,5.0
83,0.38325396825396824,0.9512195121951219,0.8210526315789474,0.8813559322033899,78.0,4.0
84,0.3905195968415147,0.9629629629629629,0.8210526315789474,0.8863636363636364,78.0,3.0
85,0.4256207306959887,0.9625,0.8105263157894737,0.88,77.0,3.0
86,0.4333044733044733,0.9620253164556962,0.8,0.8735632183908046,76.0,3.0
87,0.4386109532141469,0.9743589743589743,0.8,0.8786127167630058,76.0,2.0
88,0.4645714285714286,0.987012987012987,0.8,0.8837209302325582,76.0,1.0
89,0.5744026554682065,0.9868421052631579,0.7894736842105263,0.8771929824561403,75.0,1.0
90,0.5754882341730287,0.9866666666666667,0.7789473684210526,0.8705882352941177,74.0,1.0
91,0.5789477581279585,0.9864864864864865,0.7684210526315789,0.8639053254437868,73.0,1.0
92,0.5954206617850235,0.9863013698630136,0.7578947368421053,0.8571428571428571,72.0,1.0
93,0.6017191562463216,0.9861111111111112,0.7473684210526316,0.8502994011976047,71.0,1.0
94,0.6071329981373866,0.9859154929577465,0.7368421052631579,0.8433734939759036,70.0,1.0
95,0.644604465709729,0.9857142857142858,0.7263157894736842,0.8363636363636364,69.0,1.0
96,0.6795454545454546,1.0,0.7263157894736842,0.8414634146341463,69.0,0.0
97,0.731696562032885,1.0,0.7157894736842105,0.8343558282208589,68.0,0.0
98,0.7366697799916979,1.0,0.7052631578947368,0.8271604938271605,67.0,0.0
99,0.772396897269619,1.0,0.6947368421052632,0.8198757763975156,66.0,0.0
100,0.7948770911573917,1.0,0.6842105263157895,0.8125000000000001,65.0,0.0
101,0.7991461453117842,1.0,0.6736842105263158,0.8050314465408805,64.0,0.0
102,0.8020018727675761,1.0,0.6631578947368421,0.7974683544303798,63.0,0.0
103,0.8119530922797711,1.0,0.6526315789473685,0.7898089171974523,62.0,0.0
104,0.81962737185527,1.0,0.6421052631578947,0.782051282051282,61.0,0.0
105,0.8198275862068966,1.0,0.631578947368421,0.7741935483870968,60.0,0.0
106,0.8259753680880667,1.0,0.6210526315789474,0.7662337662337663,59.0,0.0
107,0.8365238095238093,1.0,0.6105263157894737,0.7581699346405228,58.0,0.0
108,0.8447154471544717,1.0,0.6,0.7499999999999999,57.0,0.0
109,0.871202959826779,1.0,0.5894736842105263,0.7417218543046357,56.0,0.0
110,0.8806209521976308,1.0,0.5789473684210527,0.7333333333333334,55.0,0.0
111,0.8856622634541861,1.0,0.5684210526315789,0.7248322147651006,54.0,0.0
112,0.8890583554376659,1.0,0.5578947368421052,0.7162162162162162,53.0,0.0
113,0.8893819741476773,1.0,0.5473684210526316,0.707482993197279,52.0,0.0
114,0.8916829412136208,1.0,0.5368421052631579,0.6986301369863014,51.0,0.0
115,0.900001209921355,1.0,0.5263157894736842,0.6896551724137931,50.0,0.0
116,0.9012164750957854,1.0,0.5157894736842106,0.6805555555555556,49.0,0.0
117,0.9022990363254054,1.0,0.5052631578947369,0.6713286713286714,48.0,0.0
