,Modelo,Parametros_Modelo,f1score_0,precision_0,recall_0,f1score_1,precision_1,recall_1
0,RandomForestClassifier,"{'criterion': 'entropy', 'max_depth': 10}",0.9998146857157985,0.9996470795835539,0.9999823480609344,0.8771929824561403,0.9868421052631579,0.7894736842105263
