,Modelo,Parametros_Modelo,f1score_0,precision_0,recall_0,f1score_1,precision_1,recall_1
0,RandomForestClassifier,"n_jobs=-1, random_state=0",0.9998235086480761,0.9996647196880128,0.9999823480609344,0.8837209302325582,0.987012987012987,0.8
