,Modelo,Parametros_Modelo,f1score_0,precision_0,recall_0,f1score_1,precision_1,recall_1
0,RandomForestClassifier,"n_jobs=-1, random_state=0",0.9998411577832687,0.9996823660202226,1.0,0.8953488372093024,1.0,0.8105263157894737
